Index;X;Y;GT_Label;Predicted_Label
1;0.538235;0.677193;0;0
2;0.504412;0.680702;0;0
3;0.476471;0.696491;0;0
4;0.473529;0.7140350000000001;0;0
5;0.454412;0.747368;0;0
6;0.46323500000000006;0.752632;0;0
7;0.482353;0.754386;0;0
8;0.48676499999999995;0.72807;0;0
9;0.494118;0.7140350000000001;0;0
10;0.514706;0.7140350000000001;0;0
11;0.542647;0.7;0;0
12;0.55;0.715789;0;0
13;0.541176;0.729825;0;0
14;0.529412;0.740351;0;0
15;0.533824;0.752632;0;0
16;0.514706;0.749123;0;0
17;0.492647;0.777193;0;0
18;0.476471;0.7789470000000001;0;0
19;0.454412;0.801754;0;0
20;0.5191180000000001;0.784211;0;0
21;0.5191180000000001;0.8;0;0
22;0.491176;0.810526;0;0
23;0.504412;0.8263159999999999;0;0
24;0.563235;0.8280700000000001;0;0
25;0.547059;0.812281;0;0
26;0.55;0.782456;0;0
27;0.555882;0.777193;0;0
28;0.575;0.77193;0;0
29;0.575;0.8;0;0
30;0.597059;0.8052630000000001;0;0
31;0.625;0.801754;0;0
32;0.611765;0.833333;0;0
33;0.6;0.782456;0;0
34;0.585294;0.761404;0;0
35;0.567647;0.747368;0;0
36;0.564706;0.733333;0;0
37;0.591176;0.7087720000000001;0;0
38;0.583824;0.715789;0;0
39;0.577941;0.687719;0;0
40;0.592647;0.740351;0;0
41;0.620588;0.715789;0;0
42;0.638235;0.726316;0;0
43;0.626471;0.740351;0;0
44;0.622059;0.764912;0;0
45;0.6147060000000001;0.770175;0;0
46;0.369118;0.9526319999999999;1;2
47;0.35;0.914035;1;2
48;0.33676500000000004;0.942105;1;2
49;0.327941;0.957895;1;2
50;0.316176;0.931579;1;2
51;0.304412;0.945614;1;2
52;0.294118;0.970175;1;2
53;0.30735300000000004;0.9122809999999999;1;2
54;0.311765;0.877193;1;2
55;0.28823499999999996;0.907018;1;2
56;0.276471;0.9245610000000001;1;2
57;0.273529;0.94386;1;2
58;0.270588;0.9526319999999999;1;2
59;0.30588200000000004;0.8280700000000001;1;2
60;0.292647;0.8578950000000001;1;2
61;0.29117600000000005;0.877193;1;2
62;0.260294;0.8947370000000001;1;2
63;0.245588;0.929825;1;2
64;0.239706;0.9543860000000001;1;2
65;0.24264699999999997;0.9087719999999999;1;2
66;0.22794099999999998;0.919298;1;2
67;0.220588;0.942105;1;2
68;0.195588;0.945614;1;2
69;0.21323499999999998;0.903509;1;2
70;0.22794099999999998;0.8789469999999999;1;2
71;0.255882;0.8719299999999999;1;2
72;0.25294099999999997;0.85614;1;2
73;0.261765;0.8263159999999999;1;2
74;0.282353;0.7912279999999999;1;2
75;0.261765;0.807018;1;2
76;0.238235;0.8315790000000001;1;2
77;0.222059;0.829825;1;2
78;0.207353;0.8578950000000001;1;2
79;0.18676500000000001;0.8807020000000001;1;2
80;0.18529400000000001;0.903509;1;2
81;0.182353;0.9228069999999999;1;2
82;0.132353;0.9385959999999999;1;2
83;0.163235;0.9105260000000001;1;2
84;0.16176500000000002;0.896491;1;2
85;0.148529;0.9017540000000001;1;2
86;0.142647;0.887719;1;2
87;0.126471;0.9087719999999999;1;2
88;0.111765;0.889474;1;2
89;0.117647;0.877193;1;2
90;0.133824;0.870175;1;2
91;0.163235;0.870175;1;2
92;0.17647100000000002;0.8543860000000001;1;2
93;0.164706;0.847368;1;2
94;0.18823499999999999;0.84386;1;2
95;0.160294;0.8263159999999999;1;2
96;0.172059;0.810526;1;2
97;0.195588;0.8140350000000001;1;2
98;0.222059;0.801754;1;2
99;0.236765;0.7859649999999999;1;2
100;0.222059;0.773684;1;2
101;0.18970599999999999;0.766667;1;2
102;0.182353;0.7859649999999999;1;2
103;0.157353;0.7859649999999999;1;2
104;0.127941;0.815789;1;2
105;0.129412;0.8403510000000001;1;2
106;0.10588199999999999;0.850877;1;2
107;0.091176;0.859649;1;2
108;0.082353;0.8929819999999999;1;2
109;0.077941;0.852632;1;2
110;0.067647;0.863158;1;2
111;0.1;0.8385959999999999;1;2
112;0.070588;0.833333;1;2
113;0.069118;0.8140350000000001;1;2
114;0.052940999999999995;0.8263159999999999;1;2
115;0.035294;0.84386;1;2
116;0.1;0.8175439999999999;1;2
117;0.10441199999999999;0.8;1;2
118;0.129412;0.798246;1;2
119;0.072059;0.796491;1;2
120;0.038235000000000005;0.789474;1;2
121;0.029412;0.798246;1;2
122;0.010294;0.764912;1;2
123;0.054412;0.7561399999999999;1;2
124;0.038235000000000005;0.745614;1;2
125;0.083824;0.768421;1;2
126;0.08529400000000001;0.773684;1;2
127;0.133824;0.7789470000000001;1;2
128;0.11323499999999999;0.763158;1;2
129;0.136765;0.757895;1;2
130;0.116176;0.738596;1;2
131;0.091176;0.740351;1;2
132;0.073529;0.740351;1;2
133;0.05;0.722807;1;2
134;0.023528999999999998;0.7140350000000001;1;2
135;0.048529;0.691228;1;2
136;0.033824;0.661404;1;2
137;0.067647;0.663158;1;2
138;0.076471;0.675439;1;2
139;0.082353;0.717544;1;2
140;0.1;0.717544;1;2
141;0.10441199999999999;0.689474;1;2
142;0.130882;0.717544;1;2
143;0.129412;0.703509;1;2
